-0,059	0,102	-0,408	0,312	-0,888	1,073
-0,121	0,070	-0,449	0,309	-0,610	0,704
-0,116	0,081	-0,430	0,328	-0,619	1,099
-0,056	0,090	-0,361	0,520	-0,655	0,737
-0,097	0,132	-0,533	0,497	-0,816	0,663
-0,085	0,111	-0,342	0,495	-0,685	0,435
-0,107	0,092	-0,204	0,444	-0,705	0,514
-0,118	0,139	-0,559	0,405	-0,898	0,786
-0,064	0,086	-0,310	0,323	-0,622	0,758
-0,091	0,118	-0,515	0,394	-0,529	0,614
-0,133	0,087	-0,286	0,345	-0,951	0,918
-0,107	0,148	-0,324	0,510	-0,698	0,866
-0,124	0,117	-0,271	0,286	-0,856	0,868
-0,089	0,109	-0,476	0,694	-0,778	1,002
-0,106	0,051	-0,384	0,376	-0,768	0,398
-0,124	0,095	-0,395	0,503	-1,017	1,032
-0,138	0,080	-0,269	0,402	-0,827	0,676
-0,091	0,103	-0,471	0,523	-0,923	0,468
-0,122	0,134	-0,402	0,387	-1,157	0,846
-0,086	0,073	-0,333	0,333	-1,029	0,950
-0,100	0,079	-0,451	0,248	-0,999	0,954
-0,096	0,107	-0,171	0,336	-0,579	0,686
-0,130	0,116	-0,481	0,430	-0,933	1,035
-0,118	0,061	-0,399	0,390	-0,875	1,135
-0,074	0,101	-0,479	0,270	-0,640	0,672
-0,119	0,097	-0,560	0,391	-0,561	0,654
-0,090	0,066	-0,425	0,343	-0,435	0,712
-0,090	0,109	-0,442	0,229	-0,701	1,091
-0,098	0,088	-0,349	0,225	-0,484	0,849
-0,109	0,131	-0,392	0,299	-0,917	1,067
-0,067	0,114	-0,486	0,513	-0,689	0,723
-0,087	0,096	-0,365	0,345	-0,546	0,381
-0,100	0,130	-0,466	0,501	-1,008	0,934
-0,151	0,146	-0,370	0,398	-0,794	0,863
-0,081	0,085	-0,636	0,396	-0,596	0,766
-0,093	0,110	-0,621	0,371	-0,590	0,967
-0,076	0,100	-0,264	0,361	-0,819	0,483
-0,095	0,043	-0,252	0,340	-0,760	0,803
-0,104	0,106	-0,521	0,257	-1,048	0,813
-0,117	0,103	-0,336	0,563	-0,895	0,561
-0,070	0,097	-0,456	0,478	-0,490	0,897
-0,120	0,084	-0,321	0,303	-0,607	0,646
-0,077	0,168	-0,389	0,338	-0,808	0,963
-0,116	0,138	-0,454	0,354	-0,666	1,015
-0,129	0,122	-0,356	0,545	-0,907	0,880
-0,089	0,099	-0,247	0,467	-0,977	0,588
-0,123	0,075	-0,386	0,504	-0,748	0,553
-0,048	0,094	-0,508	0,450	-0,828	0,961
-0,102	0,095	-0,581	0,538	-0,632	0,806
-0,109	0,094	-0,519	0,456	-0,683	1,201
-0,126	0,119	-0,472	0,586	-0,774	0,836
-0,071	0,091	-0,327	0,461	-1,000	0,987
-0,093	0,050	-0,415	0,254	-0,739	0,922
-0,093	0,145	-0,236	0,353	-0,888	0,794
-0,086	0,128	-0,290	0,413	-0,498	0,841
-0,089	0,144	-0,435	0,368	-1,141	0,753
-0,090	0,056	-0,301	0,485	-0,753	0,936
-0,072	0,136	-0,389	0,490	-0,691	0,904
-0,065	0,074	-0,416	0,401	-1,112	0,790
-0,082	0,082	-0,488	0,374	-0,659	1,117
-0,114	0,113	-0,338	0,236	-0,738	0,557
-0,076	0,087	-0,526	0,537	-0,815	0,716
-0,097	0,142	-0,347	0,364	-0,807	0,415
-0,122	0,102	-0,485	0,324	-0,443	0,885
-0,112	0,053	-0,358	0,301	-0,981	0,773
-0,089	0,081	-0,379	0,534	-0,802	0,443
-0,140	0,106	-0,362	0,403	-0,771	0,238
-0,150	0,105	-0,494	0,380	-1,024	0,735
-0,110	0,096	-0,136	0,358	-0,647	0,998
-0,111	0,107	-0,493	0,274	-0,904	0,543
-0,115	0,069	-0,463	0,438	-0,461	0,851
-0,096	0,112	-0,314	0,298	-1,031	0,600
-0,131	0,123	-0,303	0,366	-0,921	0,644
-0,099	0,088	-0,502	0,325	-0,716	0,293
-0,100	0,138	-0,505	0,459	-0,580	0,832
-0,061	0,121	-0,407	0,441	-0,930	1,023
-0,173	0,099	-0,377	0,469	-1,054	0,742
-0,121	0,153	-0,399	0,479	-0,804	0,626
-0,083	0,070	-0,305	0,426	-0,630	0,631
-0,128	0,108	-0,371	0,180	-0,673	0,905
-0,080	0,126	-0,367	0,619	-0,878	0,762
-0,102	0,076	-0,383	0,573	-0,537	0,756
-0,082	0,111	-0,277	0,352	-0,942	1,047
-0,125	0,096	-0,419	0,348	-1,227	0,976
-0,092	0,046	-0,501	0,315	-0,835	0,699
-0,096	0,140	-0,336	0,474	-0,973	0,955
-0,091	0,116	-0,287	0,189	-0,726	0,899
-0,098	0,098	-0,611	0,436	-0,991	1,018
-0,062	0,121	-0,483	0,454	-0,972	0,740
-0,135	0,118	-0,475	0,275	-0,849	0,879
-0,081	0,116	-0,422	0,418	-0,588	1,189
-0,084	0,135	-0,541	0,431	-0,811	0,945
-0,130	0,128	-0,433	0,424	-0,522	0,747
-0,069	0,035	-0,438	0,433	-0,709	0,718
-0,136	0,084	-0,405	0,283	-0,844	0,604
-0,101	0,083	-0,439	0,291	-1,094	0,619
-0,138	0,082	-0,506	0,445	-0,900	0,928
-0,128	0,113	-0,318	0,453	-0,602	0,982
-0,033	0,117	-0,512	0,365	-0,722	0,834
-0,119	0,091	-0,395	0,411	-0,421	0,530
-0,073	0,105	-0,478	0,362	-1,242	0,877
-0,085	0,083	-0,308	0,330	-0,730	1,127
-0,100	0,092	-0,235	0,372	-1,337	0,802
-0,129	0,103	-0,373	0,266	-1,068	0,745
-0,134	0,107	-0,346	0,529	-0,643	0,696
-0,094	0,079	-0,354	0,118	-0,781	0,608
-0,112	0,069	-0,497	0,378	-1,105	0,815
-0,109	0,058	-0,566	0,380	-0,744	0,914
-0,078	0,115	-0,213	0,457	-0,797	0,972
-0,108	0,109	-0,460	0,519	-0,635	0,511
-0,144	0,090	-0,470	0,498	-0,662	0,726
-0,123	0,086	-0,729	0,328	-0,831	0,709
-0,108	0,078	-0,601	0,450	-0,785	0,589
-0,143	0,081	-0,444	0,279	-0,840	0,889
-0,105	0,104	-0,311	0,511	-0,825	1,315
-0,098	0,067	-0,397	0,465	-1,165	0,924
-0,105	0,101	-0,256	0,474	-0,404	0,770
-0,103	0,085	-0,404	0,507	-1,306	0,651
-0,099	0,056	-0,293	0,469	-0,912	0,682
-0,088	0,060	-0,454	0,493	-0,662	0,941
-0,110	0,122	-0,279	0,448	-1,087	0,722
-0,077	0,071	-0,387	0,598	-0,885	0,819
-0,145	0,104	-0,377	0,375	-0,791	1,294
-0,095	0,125	-0,514	0,341	-0,937	1,029
-0,080	0,099	-0,448	0,552	-1,070	0,872
