-1,351	0,600	-1,396	-0,861	-1,358	0,101
-1,417	0,064	-2,241	-0,727	-1,494	0,190
-1,364	0,338	-1,930	-0,208	-2,148	0,090
-1,780	0,228	-1,723	0,003	-1,922	-0,608
-1,263	0,282	-1,990	0,301	-1,859	-0,212
-1,667	0,396	-1,770	0,353	-1,612	0,555
-1,220	0,536	-2,104	-0,165	-1,405	-0,172
-1,247	1,142	-1,167	0,237	-1,560	-0,197
-0,775	0,118	-1,551	-0,594	-1,774	0,051
-1,637	0,358	-1,785	-0,301	-0,813	-0,056
-1,647	0,259	-1,520	0,451	-0,593	0,157
-1,059	-0,213	-1,360	-0,140	-1,318	-0,827
-2,347	0,414	-1,405	0,388	-1,466	-0,037
-1,599	0,470	-1,099	-0,283	-1,346	-0,419
-0,590	0,222	-1,091	-0,227	-1,394	-0,109
-1,680	-0,738	-1,861	0,104	-1,910	0,019
-1,516	0,379	-1,583	-0,334	-1,717	0,796
-1,353	0,050	-0,919	0,251	-1,225	-0,482
-1,754	0,611	-2,162	0,177	-1,552	-0,045
-1,043	-0,064	-1,738	0,230	-0,983	0,309
-1,739	-0,248	-2,042	0,014	-1,608	0,662
-1,790	-0,013	-1,329	0,436	-1,306	0,733
-1,408	0,485	-1,194	0,371	-1,597	0,426
-1,890	0,019	-1,342	0,613	-1,954	0,140
-1,336	-0,881	-1,383	-0,569	-1,367	-0,096
-1,533	-0,183	-1,589	0,489	-2,232	-0,278
-1,207	-0,139	-2,407	0,282	-1,762	0,131
-2,008	-0,268	-0,549	0,162	-1,527	0,034
-0,841	0,111	-1,445	0,638	-1,414	-0,255
-1,588	-0,412	-1,954	0,188	-1,458	-0,575
-1,693	0,151	-1,028	0,292	-1,811	-0,439
-1,458	0,214	-2,331	-0,005	-1,150	0,389
-1,692	0,450	-0,679	0,158	-1,248	0,060
-1,857	-0,051	-1,378	-0,780	-1,828	0,252
-1,839	0,087	-1,708	0,023	-2,712	0,361
-1,443	-0,165	-1,802	-0,487	-1,166	-0,475
-1,237	0,145	-1,601	0,521	-1,962	0,335
-2,184	-0,195	-1,685	0,131	-1,004	0,172
-2,252	-0,035	-1,891	0,364	-1,691	-0,080
-1,733	0,728	-1,493	0,126	-1,142	-0,386
-2,154	0,241	-1,731	-0,133	-1,290	0,407
-1,557	0,202	-1,620	0,599	-1,488	-1,243
-1,946	0,138	-1,119	-0,259	-1,077	0,209
-2,037	0,036	-1,472	-0,945	-1,267	-0,145
-1,307	-0,219	-1,071	-0,529	-1,753	0,242
-1,577	-0,179	-1,966	0,746	-1,372	0,298
-1,091	-0,042	-2,011	0,139	-1,175	-0,355
-1,769	-0,574	-1,675	-0,412	-1,641	-0,308
-0,969	-0,338	-1,514	0,038	-2,059	0,227
-0,664	-0,314	-1,259	-0,173	-1,284	0,219
-1,152	0,190	-1,176	0,211	-0,762	0,112
-1,820	-0,117	-1,288	-0,096	-0,973	-0,562
-1,709	0,044	-2,055	0,331	-1,051	-0,225
-1,174	0,163	-1,016	-0,118	-1,433	0,713
-1,280	0,420	-1,794	0,721	-1,329	0,045
-0,900	-0,344	-1,647	0,264	-1,709	-0,320
-1,715	-0,293	-1,841	-0,461	-1,206	0,281
