-1,110	0,297	-1,268	-0,068	-2,218	0,193
-1,590	-0,455	-1,819	-0,053	-0,611	-0,129
-1,017	0,320	-1,541	-0,038	-1,845	-0,513
-1,608	0,098	-1,486	-0,672	-2,097	-0,288
-1,386	0,307	-1,618	-0,503	-1,516	-0,748
-1,138	0,346	-1,529	-0,025	-0,948	-0,372
-1,394	-0,131	-2,183	-0,202	-1,896	-0,352
-1,287	-0,399	-1,568	0,886	-1,196	-0,127
-0,736	-0,232	-1,832	-0,362	-1,506	-0,162
-1,496	0,551	-1,427	-0,088	-1,037	0,515
-1,978	-0,661	-1,334	-0,223	-1,229	0,024
-1,621	0,759	-1,438	0,199	-2,113	-0,064
-1,376	-0,007	-1,061	-0,442	-0,918	-0,107
-1,933	-0,466	-1,368	-0,104	-1,636	0,524
-1,560	0,513	-0,999	-0,321	-1,797	0,083
-1,487	-0,553	-1,248	0,221	-1,578	-0,690
-1,523	-0,127	-1,301	-0,613	-1,261	0,600
-1,464	-0,510	-1,561	0,044	-1,094	0,613
-1,875	-0,085	-1,279	0,513	-1,099	-0,240
-1,968	0,104	-1,875	-0,152	-1,337	-0,524
-2,118	-0,251	-1,460	0,078	-1,657	-0,654
-1,315	0,070	-0,897	-0,248	-1,826	-0,403
-1,808	-0,356	-1,238	-0,077	-2,364	-0,074
-2,079	0,265	-1,205	-0,043	-1,672	0,447
-2,581	0,175	-1,150	-0,184	-1,694	-0,227
-1,125	0,008	-1,143	0,318	-1,999	-0,183
-1,907	0,875	-1,663	-0,342	-1,622	-0,027
-1,423	-0,430	-1,701	-0,427	-1,871	0,318
-1,320	-0,488	-1,214	0,117	-0,842	-0,158
-1,476	-0,539	-1,463	0,417	-1,745	0,467
-0,934	-0,151	-1,311	0,459	-1,427	0,372
-1,002	-0,024	-1,756	-0,122	-1,586	0,908
-1,167	-0,903	-1,909	-0,019	-1,387	0,123
-2,045	-0,069	-2,076	-0,296	-1,731	0,008
-1,441	-0,095	-0,817	0,919	-1,542	0,072
-1,195	-0,621	-0,939	0,095	-1,668	-0,002
-1,845	-0,683	-1,504	0,557	-1,451	-0,012
-1,508	-0,101	-0,956	0,067	-1,981	0,486
-1,544	-0,306	-0,835	0,070	-1,120	0,351
-1,074	0,020	-1,658	-0,387	-0,873	0,167
-0,881	0,647	-1,630	0,057	-1,477	0,270
-1,257	-0,372	-1,416	-0,266	-2,033	-0,337
-1,650	-0,281	-0,752	-0,372	-1,530	-0,263
