-0,414	0,346	-0,440	-0,497	-0,418	0,058
-0,452	0,037	-0,928	-0,420	-0,497	0,110
-0,422	0,195	-0,748	-0,120	-0,874	0,052
-0,662	0,132	-0,629	0,002	-0,744	-0,351
-0,363	0,163	-0,783	0,174	-0,707	-0,122
-0,597	0,229	-0,656	0,204	-0,565	0,321
-0,339	0,309	-0,849	-0,095	-0,445	-0,099
-0,354	0,660	-0,307	0,137	-0,535	-0,114
-0,082	0,068	-0,530	-0,343	-0,658	0,029
-0,579	0,207	-0,665	-0,174	-0,104	-0,032
-0,585	0,150	-0,511	0,261	0,024	0,091
-0,246	-0,123	-0,419	-0,081	-0,395	-0,477
-0,989	0,239	-0,445	0,224	-0,481	-0,021
-0,557	0,271	-0,268	-0,164	-0,411	-0,242
0,025	0,128	-0,264	-0,131	-0,439	-0,063
-0,604	-0,426	-0,708	0,060	-0,737	0,011
-0,509	0,219	-0,548	-0,193	-0,625	0,460
-0,415	0,029	-0,164	0,145	-0,341	-0,278
-0,647	0,353	-0,882	0,102	-0,530	-0,026
-0,236	-0,037	-0,637	0,133	-0,202	0,178
-0,638	-0,143	-0,813	0,008	-0,562	0,382
-0,667	-0,008	-0,401	0,251	-0,388	0,423
-0,447	0,280	-0,323	0,214	-0,556	0,246
-0,725	0,011	-0,409	0,354	-0,762	0,081
-0,405	-0,509	-0,433	-0,329	-0,423	-0,055
-0,519	-0,106	-0,552	0,283	-0,923	-0,161
-0,331	-0,080	-1,024	0,163	-0,651	0,076
-0,793	-0,154	0,049	0,093	-0,515	0,020
-0,119	0,064	-0,468	0,368	-0,450	-0,147
-0,551	-0,238	-0,762	0,109	-0,476	-0,332
-0,611	0,087	-0,228	0,168	-0,679	-0,253
-0,476	0,123	-0,980	-0,003	-0,298	0,224
-0,611	0,260	-0,026	0,091	-0,355	0,035
-0,706	-0,030	-0,430	-0,450	-0,689	0,145
-0,696	0,050	-0,620	0,013	-1,200	0,209
-0,467	-0,095	-0,674	-0,281	-0,307	-0,274
-0,348	0,084	-0,558	0,301	-0,767	0,193
-0,895	-0,113	-0,607	0,076	-0,214	0,099
-0,934	-0,020	-0,726	0,210	-0,610	-0,046
-0,635	0,420	-0,496	0,072	-0,293	-0,223
-0,877	0,139	-0,634	-0,077	-0,379	0,235
-0,533	0,117	-0,569	0,346	-0,493	-0,718
-0,757	0,080	-0,280	-0,149	-0,256	0,121
-0,810	0,021	-0,484	-0,546	-0,365	-0,084
-0,389	-0,126	-0,252	-0,306	-0,646	0,140
-0,544	-0,104	-0,769	0,431	-0,426	0,172
-0,264	-0,024	-0,795	0,080	-0,312	-0,205
-0,655	-0,331	-0,601	-0,238	-0,581	-0,178
-0,193	-0,195	-0,508	0,022	-0,823	0,131
