-0,090	0,139	-0,373	0,178	-0,727	0,852
-0,095	0,104	-0,591	0,212	-0,797	0,898
-0,091	0,122	-0,511	0,346	-1,135	0,846
-0,118	0,115	-0,458	0,401	-1,018	0,486
-0,085	0,118	-0,527	0,478	-0,985	0,691
-0,111	0,126	-0,470	0,491	-0,858	1,087
-0,082	0,135	-0,556	0,357	-0,751	0,711
-0,084	0,174	-0,314	0,461	-0,831	0,698
-0,053	0,108	-0,413	0,247	-0,942	0,826
-0,109	0,123	-0,474	0,322	-0,445	0,771
-0,109	0,117	-0,405	0,517	-0,332	0,881
-0,072	0,086	-0,364	0,364	-0,706	0,373
-0,155	0,127	-0,375	0,500	-0,783	0,781
-0,106	0,130	-0,296	0,327	-0,721	0,583
-0,041	0,114	-0,294	0,341	-0,745	0,744
-0,112	0,052	-0,493	0,427	-1,012	0,810
-0,101	0,124	-0,422	0,314	-0,912	1,211
-0,090	0,103	-0,250	0,465	-0,658	0,551
-0,116	0,139	-0,571	0,446	-0,827	0,777
-0,070	0,096	-0,461	0,460	-0,533	0,959
-0,115	0,084	-0,540	0,404	-0,856	1,142
-0,119	0,099	-0,356	0,512	-0,700	1,179
-0,094	0,131	-0,321	0,496	-0,850	1,020
-0,125	0,101	-0,359	0,558	-1,035	0,872
-0,089	0,043	-0,370	0,253	-0,731	0,750
-0,102	0,088	-0,423	0,526	-1,178	0,656
-0,081	0,091	-0,634	0,473	-0,935	0,868
-0,133	0,083	-0,154	0,442	-0,814	0,818
-0,057	0,107	-0,386	0,565	-0,755	0,668
-0,106	0,073	-0,517	0,449	-0,778	0,503
-0,112	0,110	-0,278	0,475	-0,960	0,573
-0,097	0,114	-0,615	0,399	-0,619	1,001
-0,112	0,129	-0,188	0,441	-0,670	0,831
-0,123	0,097	-0,369	0,199	-0,969	0,930
-0,122	0,106	-0,454	0,406	-1,426	0,987
-0,096	0,089	-0,478	0,274	-0,628	0,555
-0,083	0,109	-0,426	0,535	-1,039	0,973
-0,144	0,087	-0,448	0,434	-0,544	0,889
-0,149	0,098	-0,501	0,494	-0,899	0,759
-0,115	0,147	-0,398	0,432	-0,615	0,600
-0,142	0,116	-0,460	0,366	-0,692	1,010
-0,104	0,113	-0,431	0,555	-0,794	0,158
-0,129	0,109	-0,302	0,333	-0,581	0,908
-0,135	0,102	-0,393	0,156	-0,679	0,725
-0,088	0,086	-0,289	0,263	-0,931	0,925
-0,105	0,088	-0,520	0,593	-0,734	0,954
-0,074	0,097	-0,532	0,436	-0,632	0,617
-0,117	0,063	-0,445	0,294	-0,873	0,641
-0,066	0,078	-0,404	0,410	-1,089	0,917
-0,046	0,080	-0,338	0,355	-0,689	0,913
-0,078	0,112	-0,316	0,454	-0,419	0,858
-0,121	0,092	-0,345	0,375	-0,528	0,510
-0,113	0,103	-0,543	0,485	-0,568	0,684
-0,079	0,111	-0,275	0,370	-0,765	1,168
-0,086	0,127	-0,476	0,586	-0,712	0,823
-0,061	0,078	-0,438	0,468	-0,908	0,635
-0,114	0,081	-0,488	0,281	-0,648	0,945
-0,075	0,119	-0,340	0,382	-1,171	0,900
-0,106	0,071	-0,482	0,386	-0,341	0,733
-0,069	0,121	-0,411	0,390	-0,978	0,535
-0,107	0,106	-0,396	0,226	-1,108	0,651
-0,093	0,120	-0,430	0,270	-0,808	0,414
-0,077	0,122	-0,408	0,394	-0,515	0,608
-0,093	0,092	-0,576	0,348	-1,004	0,618
-0,086	0,074	-0,418	0,629	-0,643	0,735
-0,051	0,085	-0,486	0,307	-0,803	0,716
-0,100	0,136	-0,381	0,377	-0,561	1,066
-0,131	0,057	-0,357	0,342	-0,660	0,812
-0,108	0,149	-0,384	0,451	-1,116	0,767
-0,092	0,100	-0,287	0,286	-0,500	0,745
-0,128	0,070	-0,366	0,373	-0,870	1,071
-0,104	0,133	-0,271	0,317	-0,953	0,843
-0,099	0,064	-0,335	0,457	-0,840	0,444
-0,101	0,092	-0,349	0,242	-0,677	1,110
-0,098	0,067	-0,416	0,411	-0,591	1,116
-0,124	0,095	-0,343	0,532	-0,593	0,676
-0,130	0,107	-0,497	0,361	-0,716	0,530
-0,140	0,084	-0,390	0,420	-0,881	0,462
-0,088	0,105	-0,244	0,336	-0,968	0,592
-0,120	0,077	-0,332	0,380	-1,246	0,762
-0,137	0,117	-0,324	0,389	-0,889	1,031
-0,170	0,111	-0,310	0,352	-0,900	0,683
-0,076	0,101	-0,308	0,482	-1,058	0,706
-0,126	0,156	-0,442	0,312	-0,863	0,786
-0,095	0,072	-0,452	0,290	-0,992	0,964
-0,088	0,068	-0,326	0,430	-0,460	0,718
-0,098	0,065	-0,390	0,508	-0,926	1,041
-0,063	0,090	-0,351	0,518	-0,763	0,992
-0,068	0,098	-0,466	0,369	-0,845	1,269
-0,078	0,042	-0,506	0,395	-0,742	0,863
-0,135	0,096	-0,549	0,324	-0,919	0,804
-0,096	0,094	-0,224	0,637	-0,822	0,837
-0,080	0,060	-0,255	0,425	-0,887	0,799
-0,122	0,056	-0,401	0,544	-0,775	0,794
-0,100	0,093	-0,260	0,417	-1,048	1,051
-0,103	0,080	-0,228	0,418	-0,604	0,981
-0,072	0,101	-0,441	0,300	-0,476	0,886
-0,060	0,142	-0,434	0,415	-0,788	0,939
-0,084	0,076	-0,378	0,331	-1,075	0,626
-0,110	0,082	-0,207	0,304	-0,815	0,664
